"plate_well","plate","well","identifier","hit","welltype","create_date","fp","fp_1","fi","fi_1","p","p_1","s","s_1"
"1799F03","1799","F03","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1799F03","0","X","2015-08-31 19:12","271.6","266.6","47115383.0","47028345.0","20056069.0","20051201.0","7003245.0","6925943.0"
"1799F02","1799","F02","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1799F02","0","X","2015-08-31 19:12","262.5","266.7","49795547.0","50188601.0","21258495.0","21397970.0","7278557.0","7392661.0"
"1799F01","1799","F01","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1799F01","0","X","2015-08-31 19:12","265.0","256.2","46854576.0","47359648.0","19987098.0","20258547.0","6880380.0","6842554.0"
"1799E24","1799","E24","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1799E24","0","N","2015-08-31 19:12","267.4","264.6","47658451.0","47995963.0","20314821.0","20477004.0","7028809.0","7041955.0"
"1799E23","1799","E23","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1799E23","0","P","2015-08-31 19:12","204.6","202.9","31189505.0","31609585.0","13543472.0","13732435.0","4102561.0","4144715.0"
"1799E22","1799","E22","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1799E22","0","X","2015-08-31 19:12","274.1","263.0","47316492.0","47919726.0","20125801.0","20454597.0","7064890.0","7010532.0"
"1799E21","1799","E21","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1799E21","0","X","2015-08-31 19:12","273.1","269.2","47450223.0","47594338.0","20189211.0","20275494.0","7071801.0","7043350.0"
"1799E20","1799","E20","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1799E20","0","X","2015-08-31 19:12","272.5","269.4","47577958.0","47745376.0","20247556.0","20338865.0","7082846.0","7067646.0"
"1799E19","1799","E19","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1799E19","0","X","2015-08-31 19:12","271.2","266.6","46654059.0","47114860.0","19862292.0","20088459.0","6929475.0","6937942.0"
"1799E18","1799","E18","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1799E18","0","X","2015-08-31 19:12","332.0","294.2","138183111.0","136856022.0","57604463.0","57825644.0","22974185.0","21204734.0"
"1799E17","1799","E17","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1799E17","0","X","2015-08-31 19:12","246.3","264.7","54206323.0","48826521.0","23257331.0","20830517.0","7691661.0","7165487.0"
"1799E16","1799","E16","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1799E16","0","X","2015-08-31 19:12","273.5","267.4","46101471.0","46333968.0","19612680.0","19750055.0","6876111.0","6833858.0"
"1799E15","1799","E15","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1799E15","0","X","2015-08-31 19:12","272.0","267.8","48200781.0","47893849.0","20515963.0","20412518.0","7168855.0","7068813.0"
"1799E14","1799","E14","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1799E14","0","X","2015-08-31 19:12","268.5","263.9","49920610.0","50457979.0","21271406.0","21532160.0","7377798.0","7393659.0"
"1799E13","1799","E13","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1799E13","0","X","2015-08-31 19:12","271.8","266.0","47352498.0","47839273.0","20156027.0","20401172.0","7040444.0","7036929.0"
"1799E12","1799","E12","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1799E12","0","X","2015-08-31 19:12","264.5","269.0","48887414.0","47910717.0","20857701.0","20411890.0","7172012.0","7086937.0"
"1799E11","1799","E11","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1799E11","0","X","2015-08-31 19:12","272.9","270.1","47159218.0","47385427.0","20066676.0","20181215.0","7025866.0","7022997.0"
"1799E10","1799","E10","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1799E10","0","X","2015-08-31 19:12","273.6","271.5","46216451.0","46477644.0","19660972.0","19785624.0","6894507.0","6906396.0"
"1799E09","1799","E09","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1799E09","0","X","2015-08-31 19:12","268.3","266.3","46460871.0","46478912.0","19798407.0","19818872.0","6864057.0","6841168.0"
"1799E08","1799","E08","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1799E08","0","X","2015-08-31 19:12","272.3","266.0","45977565.0","46287164.0","19567425.0","19739048.0","6842715.0","6809068.0"
"1799E07","1799","E07","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1799E07","0","X","2015-08-31 19:12","273.8","273.0","47329592.0","47799555.0","20133392.0","20338748.0","7062808.0","7122059.0"
"1799E06","1799","E06","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1799E06","0","X","2015-08-31 19:12","272.8","275.3","46213353.0","46247654.0","19665021.0","19663799.0","6883311.0","6920056.0"
"1799E05","1799","E05","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1799E05","0","X","2015-08-31 19:12","273.4","270.7","47188180.0","47523570.0","20075615.0","20235794.0","7036950.0","7051982.0"
"1799E04","1799","E04","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1799E04","0","X","2015-08-31 19:12","580.8","573.2","158527547.0","157325878.0","57556733.0","57475787.0","43414081.0","42374304.0"
"1799E03","1799","E03","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1799E03","0","X","2015-08-31 19:12","262.0","256.6","44861433.0","45148017.0","19155152.0","19309744.0","6551129.0","6528529.0"
"1799E02","1799","E02","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1799E02","0","X","2015-08-31 19:12","268.9","267.8","48232728.0","48425258.0","20549773.0","20638729.0","7133182.0","7147800.0"
"1799E01","1799","E01","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1799E01","0","X","2015-08-31 19:12","267.7","264.4","48680174.0","48822102.0","20748017.0","20830706.0","7184140.0","7160690.0"
"1799D24","1799","D24","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1799D24","0","N","2015-08-31 19:12","265.0","259.6","46521847.0","46696922.0","19845184.0","19954013.0","6831479.0","6788896.0"
"1799D22","1799","D22","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1799D22","0","X","2015-08-31 19:12","278.1","272.4","46498307.0","46639334.0","19751962.0","19848912.0","6994383.0","6941510.0"
"1799D21","1799","D21","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1799D21","0","X","2015-08-31 19:12","269.4","266.2","45191819.0","44880235.0","19250775.0","19138045.0","6690269.0","6604145.0"
"1799D20","1799","D20","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1799D20","0","X","2015-08-31 19:12","270.9","273.9","45419856.0","44971960.0","19338707.0","19129697.0","6742442.0","6712566.0"
"1799D19","1799","D19","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1799D19","0","X","2015-08-31 19:12","271.1","268.1","45189120.0","45143671.0","19239459.0","19238534.0","6710202.0","6666603.0"
"1799D18","1799","D18","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1799D18","0","X","2015-08-31 19:12","236.3","272.7","70021046.0","48106004.0","30132385.0","20470582.0","9756276.0","7164840.0"
"1799D17","1799","D17","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1799D17","0","X","2015-08-31 19:12","236.4","232.5","57774808.0","57273908.0","24861898.0","24674461.0","8051012.0","7924986.0"
"1799D16","1799","D16","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1799D16","0","X","2015-08-31 19:12","275.1","270.2","45560516.0","45184131.0","19372830.0","19243046.0","6814856.0","6698039.0"
"1799D15","1799","D15","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1799D15","0","X","2015-08-31 19:12","274.2","262.2","44634922.0","44791045.0","18984342.0","19124126.0","6666238.0","6542793.0"
"1799D14","1799","D14","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1799D14","0","X","2015-08-31 19:12","272.2","272.2","44730066.0","43539232.0","19037547.0","18530200.0","6654972.0","6478832.0"
"1799D13","1799","D13","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1799D13","0","X","2015-08-31 19:12","269.3","267.1","45033442.0","44901280.0","19184000.0","19141488.0","6665442.0","6618304.0"
"1799D12","1799","D12","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1799D12","0","X","2015-08-31 19:12","269.6","265.7","45998452.0","45998885.0","19593442.0","19617952.0","6811568.0","6762981.0"
"1799D11","1799","D11","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1799D11","0","X","2015-08-31 19:12","258.3","263.6","47017011.0","46357199.0","20098552.0","19783639.0","6819907.0","6789921.0"
"1799D10","1799","D10","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1799D10","0","X","2015-08-31 19:12","270.0","269.6","45353296.0","45013364.0","19316240.0","19173849.0","6720816.0","6665666.0"
"1799D09","1799","D09","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1799D09","0","X","2015-08-31 19:12","271.2","272.7","44387579.0","43848756.0","18897534.0","18659441.0","6592511.0","6529874.0"
"1799D08","1799","D08","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1799D08","0","X","2015-08-31 19:12","273.6","269.5","44656908.0","44839720.0","18997358.0","19100738.0","6662192.0","6638244.0"
"1799D07","1799","D07","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1799D07","0","X","2015-08-31 19:12","268.5","267.4","45042020.0","44566901.0","19192595.0","18996673.0","6656830.0","6573555.0"
"1799D06","1799","D06","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1799D06","0","X","2015-08-31 19:12","270.0","269.0","44537850.0","44332102.0","18969067.0","18887494.0","6599716.0","6557114.0"
"1799D05","1799","D05","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1799D05","0","X","2015-08-31 19:12","277.0","268.2","45072107.0","45129352.0","19153262.0","19231641.0","6765583.0","6666070.0"
"1799D04","1799","D04","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1799D04","0","X","2015-08-31 19:12","276.2","264.8","45732499.0","47187348.0","19438558.0","20130762.0","6855383.0","6925824.0"
"1798G13","1798","G13","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798G13","0","X","2015-08-31 19:12","263.7","271.1","46900600.0","46349870.0","20015058.0","19733704.0","6870484.0","6882462.0"
"1798G12","1798","G12","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798G12","0","X","2015-08-31 19:12","267.9","265.7","46874411.0","46495042.0","19977127.0","19829348.0","6920157.0","6836346.0"
"1798G11","1798","G11","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798G11","0","X","2015-08-31 19:12","265.8","271.6","46896213.0","46248976.0","20000260.0","19687387.0","6895693.0","6874202.0"
"1798G10","1798","G10","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798G10","0","X","2015-08-31 19:12","271.1","266.3","46349602.0","46311630.0","19733632.0","19747600.0","6882338.0","6816430.0"
"1798G09","1798","G09","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798G09","0","X","2015-08-31 19:12","263.6","270.6","48203426.0","47453914.0","20571835.0","20206663.0","7059756.0","7040588.0"
"1798G08","1798","G08","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798G08","0","X","2015-08-31 19:12","266.2","267.7","57308602.0","53557394.0","24437796.0","22826924.0","8433010.0","7903546.0"
"1798G07","1798","G07","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798G07","0","X","2015-08-31 19:12","267.7","269.0","46611855.0","46309476.0","19866632.0","19729587.0","6878591.0","6850302.0"
"1798G06","1798","G06","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798G06","0","X","2015-08-31 19:12","290.2","285.9","62272864.0","60569087.0","26347717.0","25663642.0","9577430.0","9241803.0"
"1798G05","1798","G05","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798G05","0","X","2015-08-31 19:12","265.0","268.5","44736428.0","46506356.0","19083883.0","19817026.0","6568662.0","6872304.0"
"1798G04","1798","G04","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798G04","0","X","2015-08-31 19:12","327.6","158.7","138148971.0","125757390.0","57684745.0","55266453.0","22779481.0","15224484.0"
"1798G03","1798","G03","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798G03","0","X","2015-08-31 19:12","267.4","268.3","48181417.0","47768477.0","20537467.0","20355718.0","7106483.0","7057041.0"
"1798G02","1798","G02","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798G02","0","X","2015-08-31 19:12","265.5","267.0","46863653.0","46433636.0","19987941.0","19795454.0","6887771.0","6842728.0"
"1798G01","1798","G01","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798G01","0","X","2015-08-31 19:12","253.8","251.3","55432449.0","55851643.0","23729137.0","23926966.0","7974175.0","7997711.0"
"1798F24","1798","F24","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798F24","0","N","2015-08-31 19:12","259.6","262.4","48759008.0","48240043.0","20834887.0","20595052.0","7089234.0","7049939.0"
"1798F23","1798","F23","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798F23","0","P","2015-08-31 19:12","198.2","199.8","31161564.0","30964706.0","13555073.0","13463758.0","4051418.0","4037190.0"
"1798F22","1798","F22","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798F22","0","X","2015-08-31 19:12","258.1","263.4","48755223.0","48211786.0","20842804.0","20576756.0","7069615.0","7058274.0"
"1798F21","1798","F21","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798F21","0","X","2015-08-31 19:12","251.2","247.9","52739260.0","52898399.0","22594422.0","22684957.0","7550416.0","7528485.0"
"1798F20","1798","F20","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798F20","0","X","2015-08-31 19:12","260.4","264.8","47719531.0","47240688.0","20385490.0","20153217.0","6948551.0","6934254.0"
"1798F19","1798","F19","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798F19","0","X","2015-08-31 19:12","262.1","267.8","47257824.0","46669416.0","20177489.0","19890644.0","6902846.0","6888128.0"
"1798F18","1798","F18","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798F18","0","X","2015-08-31 19:12","259.2","262.4","94595750.0","97058712.0","40425694.0","41436924.0","13744362.0","14184864.0"
"1798F17","1798","F17","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798F17","0","X","2015-08-31 19:12","262.5","259.5","47121448.0","46764681.0","20116988.0","19983126.0","6887472.0","6798429.0"
"1798F16","1798","F16","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798F16","0","X","2015-08-31 19:12","264.4","264.9","48036597.0","47973073.0","20495649.0","20465211.0","7045299.0","7042651.0"
"1798F15","1798","F15","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798F15","0","X","2015-08-31 19:12","262.9","264.8","47108480.0","46577146.0","20109095.0","19869958.0","6890290.0","6837230.0"
"1798F14","1798","F14","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798F14","0","X","2015-08-31 19:12","265.8","266.6","48252028.0","48032141.0","20578253.0","20479533.0","7095522.0","7073075.0"
"1798F13","1798","F13","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798F13","0","X","2015-08-31 19:12","263.5","267.7","46941217.0","46467803.0","20034004.0","19805059.0","6873209.0","6857685.0"
"1798F12","1798","F12","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798F12","0","X","2015-08-31 19:12","259.7","269.0","48255319.0","47281457.0","20618849.0","20143600.0","7017621.0","6994257.0"
"1798F11","1798","F11","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798F11","0","X","2015-08-31 19:12","261.6","256.4","51599033.0","57069631.0","22034671.0","24410112.0","7529691.0","8249407.0"
"1798F10","1798","F10","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798F10","0","X","2015-08-31 19:12","267.6","262.5","47526624.0","47324527.0","20257545.0","20203514.0","7011534.0","6917499.0"
"1798F09","1798","F09","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798F09","0","X","2015-08-31 19:12","265.7","249.5","47191312.0","48941112.0","20126330.0","20977691.0","6938652.0","6985730.0"
"1798F08","1798","F08","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798F08","0","X","2015-08-31 19:12","264.6","264.6","46942578.0","46651879.0","20027339.0","19903074.0","6887900.0","6845731.0"
"1798F07","1798","F07","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798F07","0","X","2015-08-31 19:12","262.7","263.2","48203104.0","47871017.0","20577400.0","20432553.0","7048304.0","7005911.0"
"1798F06","1798","F06","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798F06","0","X","2015-08-31 19:12","264.0","262.2","47116580.0","46867220.0","20105121.0","20010346.0","6906338.0","6846528.0"
"1798F05","1798","F05","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798F05","0","X","2015-08-31 19:12","265.4","266.9","46850295.0","46740280.0","19983238.0","19926338.0","6883819.0","6887604.0"
"1798F04","1798","F04","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798F04","0","X","2015-08-31 19:12","259.0","262.4","47843974.0","47462104.0","20447544.0","20262977.0","6948886.0","6936150.0"
"1798F03","1798","F03","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798F03","0","X","2015-08-31 19:12","259.7","259.5","47969918.0","47867472.0","20497308.0","20454488.0","6975302.0","6958496.0"
"1798F02","1798","F02","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798F02","0","X","2015-08-31 19:12","267.9","256.8","60760736.0","55471900.0","25895685.0","23723825.0","8969366.0","8024250.0"
"1798F01","1798","F01","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798F01","0","X","2015-08-31 19:12","257.4","200.6","57093026.0","73914088.0","24412813.0","32130976.0","8267400.0","9652136.0"
"1798E24","1798","E24","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798E24","0","N","2015-08-31 19:12","260.5","263.2","48494835.0","48202977.0","20716113.0","20574262.0","7062609.0","7054453.0"
"1798E22","1798","E22","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798E22","0","X","2015-08-31 19:12","262.6","269.5","48551070.0","47977175.0","20726579.0","20436731.0","7097912.0","7103713.0"
"1798E21","1798","E21","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798E21","0","X","2015-08-31 19:12","265.6","262.1","49670125.0","49480426.0","21184606.0","21126769.0","7300913.0","7226888.0"
"1798E20","1798","E20","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798E20","0","X","2015-08-31 19:12","253.3","252.1","46631913.0","46485581.0","19964952.0","19909485.0","6702009.0","6666611.0"
"1798E19","1798","E19","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798E19","0","X","2015-08-31 19:12","268.4","262.5","46990039.0","47427471.0","20023187.0","20247650.0","6943665.0","6932171.0"
"1798E18","1798","E18","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798E18","0","X","2015-08-31 19:12","263.2","265.7","47944075.0","47603018.0","20463722.0","20302126.0","7016631.0","6998766.0"
"1798E17","1798","E17","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798E17","0","X","2015-08-31 19:12","266.4","267.7","48091249.0","47671721.0","20505979.0","20318234.0","7079291.0","7035253.0"
"1798E16","1798","E16","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798E16","0","X","2015-08-31 19:12","266.1","267.0","46681365.0","46729306.0","19906646.0","19920965.0","6868073.0","6887376.0"
"1798E15","1798","E15","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798E15","0","X","2015-08-31 19:12","263.4","266.2","47963028.0","47570510.0","20470696.0","20284842.0","7021636.0","7000826.0"
"1797F03","1797","F03","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1797F03","0","X","2015-08-31 19:12","262.3","262.9","47288098.0","46651437.0","20189094.0","19913804.0","6909910.0","6823829.0"
"1797F02","1797","F02","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1797F02","0","X","2015-08-31 19:12","255.8","259.3","47880873.0","47637351.0","20483833.0","20357605.0","6913207.0","6922141.0"
"1797F01","1797","F01","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1797F01","0","X","2015-08-31 19:12","254.9","255.9","48473353.0","48216758.0","20743414.0","20626738.0","6986525.0","6963282.0"
"1797E24","1797","E24","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1797E24","0","N","2015-08-31 19:12","256.8","266.1","48889300.0","48278781.0","20908936.0","20587559.0","7071428.0","7103663.0"
"1797E22","1797","E22","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1797E22","0","X","2015-08-31 19:12","251.2","267.7","43043929.0","47701298.0","18440737.0","20331356.0","6162455.0","7038586.0"
"1797E21","1797","E21","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1797E21","0","X","2015-08-31 19:12","264.4","268.1","49385191.0","48677697.0","21070871.0","20744876.0","7243449.0","7187945.0"
"1797E20","1797","E20","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1797E20","0","X","2015-08-31 19:12","267.3","265.9","49186734.0","49090359.0","20966987.0","20935051.0","7252760.0","7220257.0"
"1797E19","1797","E19","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1797E19","0","X","2015-08-31 19:12","261.6","268.4","48704468.0","48159476.0","20798834.0","20521707.0","7106800.0","7116062.0"
"1797E18","1797","E18","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1797E18","0","X","2015-08-31 19:12","259.0","263.3","49572023.0","49560279.0","21186391.0","21152680.0","7199241.0","7254919.0"
"1797E17","1797","E17","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1797E17","0","X","2015-08-31 19:12","260.9","264.4","48829012.0","48277893.0","20856690.0","20598443.0","7115632.0","7081007.0"
"1797E16","1797","E16","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1797E16","0","X","2015-08-31 19:12","264.6","265.3","47029880.0","46774591.0","20064750.0","19951335.0","6900380.0","6871921.0"
"1797E15","1797","E15","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1797E15","0","X","2015-08-31 19:12","261.8","263.3","49247387.0","48615727.0","21028873.0","20749861.0","7189641.0","7116005.0"
"1797E14","1797","E14","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1797E14","0","X","2015-08-31 19:12","264.3","263.1","48140342.0","47844725.0","20540080.0","20421853.0","7060182.0","7001019.0"
"1797E13","1797","E13","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1797E13","0","X","2015-08-31 19:12","255.4","265.2","47142317.0","46426358.0","20170541.0","19803379.0","6801235.0","6819600.0"
"1797E12","1797","E12","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1797E12","0","X","2015-08-31 19:12","261.5","263.1","48706464.0","48398517.0","20800237.0","20658011.0","7105990.0","7082495.0"
"1797E11","1797","E11","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1797E11","0","X","2015-08-31 19:12","266.6","264.4","48495140.0","48370590.0","20676823.0","20637960.0","7141494.0","7094670.0"
"1797E10","1797","E10","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1797E10","0","X","2015-08-31 19:12","263.1","263.1","47056895.0","47131814.0","20085810.0","20117496.0","6885275.0","6896822.0"
"1797E09","1797","E09","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1797E09","0","X","2015-08-31 19:12","258.3","259.1","47757967.0","47542610.0","20415710.0","20318616.0","6926547.0","6905378.0"
"1797E08","1797","E08","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1797E08","0","X","2015-08-31 19:12","264.4","262.9","47577063.0","47067557.0","20299075.0","20091732.0","6978913.0","6884093.0"
"1797E07","1797","E07","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1797E07","0","X","2015-08-31 19:12","259.7","257.5","51649572.0","51525675.0","22069424.0","22031355.0","7510724.0","7462965.0"
"1797E06","1797","E06","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1797E06","0","X","2015-08-31 19:12","262.8","264.9","47277170.0","47239849.0","20181708.0","20152592.0","6913754.0","6934665.0"
"1797E05","1797","E05","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1797E05","0","X","2015-08-31 19:12","263.1","263.1","49181480.0","48587896.0","20992751.0","20738818.0","7195978.0","7110260.0"
"1797E04","1797","E04","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1797E04","0","X","2015-08-31 19:12","269.7","266.8","45571952.0","45424653.0","19410950.0","19366513.0","6750052.0","6691627.0"
"1797E03","1797","E03","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1797E03","0","X","2015-08-31 19:12","266.9","265.2","47422976.0","47445139.0","20217346.0","20237863.0","6988284.0","6969413.0"
"1797E02","1797","E02","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1797E02","0","X","2015-08-31 19:12","261.2","257.3","50947738.0","50480569.0","21759619.0","21586249.0","7428500.0","7308071.0"
"1797E01","1797","E01","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1797E01","0","X","2015-08-31 19:12","256.8","257.7","50649740.0","50481309.0","21661897.0","21583756.0","7325946.0","7313797.0"
"1797D24","1797","D24","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1797D24","0","N","2015-08-31 19:12","257.4","259.0","47570140.0","46861438.0","20340620.0","20027852.0","6888900.0","6805734.0"
"1797D23","1797","D23","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1797D23","0","P","2015-08-31 19:12","198.2","195.9","29142703.0","29537007.0","12677025.0","12856583.0","3788653.0","3823841.0"
"1797D22","1797","D22","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1797D22","0","X","2015-08-31 19:12","259.9","262.2","46596267.0","46366925.0","19908870.0","19796913.0","6778527.0","6773099.0"
"1797D21","1797","D21","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1797D21","0","X","2015-08-31 19:12","260.0","264.3","46428405.0","45842116.0","19836822.0","19559605.0","6754761.0","6722906.0"
