"plate_well","plate","well","identifier","hit","welltype","create_date","fp","fp_1","fi","fi_1","p","p_1","s","s_1"
"1798B16","1798","B16","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798B16","0","X","2015-08-31 19:12","256.9","266.1","47742193.0","47083270.0","20417601.0","20077784.0","6906991.0","6927702.0"
"1798B15","1798","B15","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798B15","0","X","2015-08-31 19:12","259.1","260.2","48737485.0","49170208.0","20829334.0","21006573.0","7078817.0","7157062.0"
"1798B14","1798","B14","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798B14","0","X","2015-08-31 19:12","260.8","265.7","47681779.0","47300729.0","20366846.0","20172838.0","6948087.0","6955053.0"
"1798B13","1798","B13","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798B13","0","X","2015-08-31 19:12","257.9","265.7","47463501.0","46979058.0","20292372.0","20035903.0","6878757.0","6907252.0"
"1798B12","1798","B12","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798B12","0","X","2015-08-31 19:12","260.0","260.5","48458958.0","48112401.0","20704079.0","20552869.0","7050800.0","7006663.0"
"1798B11","1798","B11","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798B11","0","X","2015-08-31 19:12","263.9","264.5","47969127.0","48040233.0","20469709.0","20496535.0","7029709.0","7047163.0"
"1798B10","1798","B10","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798B10","0","X","2015-08-31 19:12","260.7","264.6","47653468.0","47360595.0","20355836.0","20205754.0","6941796.0","6949087.0"
"1798B09","1798","B09","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798B09","0","X","2015-08-31 19:12","262.5","257.7","47323934.0","47255179.0","20203560.0","20204373.0","6916814.0","6846433.0"
"1798B08","1798","B08","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798B08","0","X","2015-08-31 19:12","257.1","259.9","47307221.0","46873573.0","20230378.0","20027436.0","6846465.0","6818701.0"
"1798B07","1798","B07","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798B07","0","X","2015-08-31 19:12","262.7","265.0","58466675.0","58620447.0","24958636.0","25006276.0","8549403.0","8607895.0"
"1798B06","1798","B06","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798B06","0","X","2015-08-31 19:12","261.3","255.3","47418299.0","47244033.0","20251241.0","20214483.0","6915817.0","6815067.0"
"1798B05","1798","B05","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798B05","0","X","2015-08-31 19:12","260.0","262.5","47498746.0","47026551.0","20294191.0","20076651.0","6910364.0","6873249.0"
"1798B04","1798","B04","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798B04","0","X","2015-08-31 19:12","262.3","266.5","47409738.0","46693897.0","20241325.0","19909242.0","6927088.0","6875413.0"
"1798B03","1798","B03","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798B03","0","X","2015-08-31 19:12","262.5","266.3","47948198.0","47471994.0","20469972.0","20242302.0","7008254.0","6987390.0"
"1798B02","1798","B02","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798B02","0","X","2015-08-31 19:12","260.2","265.5","48179573.0","47825585.0","20583505.0","20398535.0","7012563.0","7028515.0"
"1798B01","1798","B01","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798B01","0","X","2015-08-31 19:12","268.4","274.0","74235251.0","72994390.0","31633298.0","31048712.0","10968655.0","10896966.0"
"1798A24","1798","A24","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798A24","0","N","2015-08-31 19:12","263.1","263.0","48419377.0","48305763.0","20667034.0","20619108.0","7085309.0","7067547.0"
"1798A22","1798","A22","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798A22","0","X","2015-08-31 19:12","253.6","256.9","49126775.0","48691886.0","21031104.0","20823482.0","7064567.0","7044922.0"
"1798A21","1798","A21","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798A21","0","X","2015-08-31 19:12","231.7","236.3","58143645.0","58052598.0","25055377.0","24981979.0","8032891.0","8088640.0"
"1798A20","1798","A20","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798A20","0","X","2015-08-31 19:12","264.3","262.5","48477787.0","48388735.0","20684146.0","20657789.0","7109495.0","7073157.0"
"1798A19","1798","A19","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798A19","0","X","2015-08-31 19:12","259.6","258.2","48548725.0","48668212.0","20745177.0","20805401.0","7058371.0","7057410.0"
"1798A18","1798","A18","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798A18","0","X","2015-08-31 19:12","261.7","263.7","49049092.0","48925314.0","20944988.0","20879168.0","7159116.0","7166978.0"
"1798A17","1798","A17","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798A17","0","X","2015-08-31 19:12","263.4","260.4","48736489.0","49306993.0","20800595.0","21063919.0","7135299.0","7179155.0"
"1798A16","1798","A16","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798A16","0","X","2015-08-31 19:12","265.0","259.0","48296422.0","48480713.0","20602252.0","20719782.0","7091918.0","7041149.0"
"1798A15","1798","A15","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798A15","0","X","2015-08-31 19:12","260.2","261.4","48338972.0","48115249.0","20651599.0","20548069.0","7035774.0","7019111.0"
"1798A14","1798","A14","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798A14","0","X","2015-08-31 19:12","260.0","257.8","48823979.0","49191372.0","20860010.0","21031202.0","7103959.0","7128968.0"
"1798A13","1798","A13","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798A13","0","X","2015-08-31 19:12","237.8","235.9","55167796.0","55217668.0","23730180.0","23764686.0","7707436.0","7688296.0"
"1798A12","1798","A12","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798A12","0","X","2015-08-31 19:12","261.0","264.0","47231105.0","46723342.0","20173219.0","19937605.0","6884667.0","6848132.0"
"1798A11","1798","A11","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798A11","0","X","2015-08-31 19:12","264.3","262.7","48455324.0","48423705.0","20674513.0","20671885.0","7106298.0","7079935.0"
"1798A10","1798","A10","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798A10","0","X","2015-08-31 19:12","262.6","257.1","48128118.0","48248977.0","20546244.0","20632772.0","7035630.0","6983433.0"
"1798A09","1798","A09","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798A09","0","X","2015-08-31 19:12","265.3","260.5","48755352.0","48826062.0","20796108.0","20857702.0","7163136.0","7110658.0"
"1798A08","1798","A08","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798A08","0","X","2015-08-31 19:12","259.1","263.5","48186991.0","48251876.0","20593954.0","20592785.0","6999083.0","7066306.0"
"1798A07","1798","A07","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798A07","0","X","2015-08-31 19:12","258.0","262.2","49189902.0","48933507.0","21029559.0","20892246.0","7130784.0","7149015.0"
"1798A06","1798","A06","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798A06","0","X","2015-08-31 19:12","242.6","244.0","73975707.0","74537816.0","31774923.0","32002985.0","10425861.0","10531846.0"
"1798A05","1798","A05","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798A05","0","X","2015-08-31 19:12","260.5","264.2","49344978.0","49043026.0","21079374.0","20925956.0","7186230.0","7191114.0"
"1798A04","1798","A04","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798A04","0","X","2015-08-31 19:12","265.7","262.9","53198588.0","56148253.0","22688215.0","23967924.0","7822158.0","8212405.0"
"1798A03","1798","A03","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798A03","0","X","2015-08-31 19:12","257.4","258.2","49161051.0","49052322.0","21020980.0","20969648.0","7119091.0","7113026.0"
"1798A02","1798","A02","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798A02","0","X","2015-08-31 19:12","260.0","260.8","48870618.0","48642741.0","20879935.0","20777636.0","7110748.0","7087469.0"
"1798A01","1798","A01","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798A01","0","X","2015-08-31 19:12","256.1","255.2","50369854.0","50135315.0","21546976.0","21452375.0","7275902.0","7230565.0"
"1797P24","1797","P24","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1797P24","0","N","2015-08-31 19:12","253.9","259.3","49562180.0","48710532.0","21215604.0","20816126.0","7130972.0","7078280.0"
"1797P22","1797","P22","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1797P22","0","X","2015-08-31 19:12","258.6","265.9","49387634.0","48714658.0","21110189.0","20774638.0","7167256.0","7165382.0"
"1797P21","1797","P21","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1797P21","0","X","2015-08-31 19:12","263.4","263.9","52908134.0","52964320.0","22580725.0","22601355.0","7746684.0","7761610.0"
"1797P20","1797","P20","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1797P20","0","X","2015-08-31 19:12","258.1","266.5","48761901.0","47961222.0","20845715.0","20449869.0","7070471.0","7061484.0"
"1797P19","1797","P19","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1797P19","0","X","2015-08-31 19:12","265.2","259.1","48352058.0","48378091.0","20624548.0","20675289.0","7102962.0","7027513.0"
"1797P18","1797","P18","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1797P18","0","X","2015-08-31 19:12","262.6","266.4","49579499.0","49111085.0","21165416.0","20940779.0","7248667.0","7229527.0"
"1797P17","1797","P17","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1797P17","0","X","2015-08-31 19:12","268.2","268.1","48714323.0","48554448.0","20759470.0","20692041.0","7195383.0","7170366.0"
"1797P16","1797","P16","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1797P16","0","X","2015-08-31 19:12","260.8","261.6","48699652.0","48149631.0","20801796.0","20561568.0","7096060.0","7026495.0"
"1797P15","1797","P15","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1797P15","0","X","2015-08-31 19:12","415.8","432.8","142738241.0","144303479.0","57447389.0","57602290.0","27843463.0","29098899.0"
"1797P14","1797","P14","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1797P14","0","X","2015-08-31 19:12","262.4","265.5","49079440.0","48860878.0","20953254.0","20839947.0","7172932.0","7180984.0"
"1797P13","1797","P13","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1797P13","0","X","2015-08-31 19:12","263.5","265.8","48339596.0","48596801.0","20630632.0","20725412.0","7078332.0","7145977.0"
"1797P12","1797","P12","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1797P12","0","X","2015-08-31 19:12","415.0","456.0","142844045.0","146985504.0","57510427.0","57976744.0","27823191.0","31032016.0"
"1797P11","1797","P11","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1797P11","0","X","2015-08-31 19:12","265.5","234.9","49070879.0","53376784.0","20929338.0","22979594.0","7212203.0","7417596.0"
"1797P10","1797","P10","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1797P10","0","X","2015-08-31 19:12","265.4","265.3","48455425.0","48258978.0","20667656.0","20584503.0","7120113.0","7089972.0"
"1797P09","1797","P09","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1797P09","0","X","2015-08-31 19:12","265.3","262.9","48193607.0","48217965.0","20556402.0","20582569.0","7080803.0","7052827.0"
"1797P08","1797","P08","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1797P08","0","X","2015-08-31 19:12","267.0","267.5","49350722.0","49355442.0","21038601.0","21037231.0","7273520.0","7280980.0"
"1797P07","1797","P07","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1797P07","0","X","2015-08-31 19:12","250.9","252.1","45281474.0","45868487.0","19400832.0","19645372.0","6479810.0","6577743.0"
"1797P06","1797","P06","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1797P06","0","X","2015-08-31 19:12","261.6","268.3","48430025.0","47743696.0","20681611.0","20345091.0","7066803.0","7053514.0"
"1799J22","1799","J22","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1799J22","0","X","2015-08-31 19:12","274.7","266.7","46545924.0","47219125.0","19794047.0","20132066.0","6957830.0","6954993.0"
"1799J21","1799","J21","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1799J21","0","X","2015-08-31 19:12","270.4","262.3","47050692.0","47308909.0","20036404.0","20198483.0","6977884.0","6911943.0"
"1799J20","1799","J20","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1799J20","0","X","2015-08-31 19:12","274.1","269.2","47223074.0","47603936.0","20086191.0","20280065.0","7050692.0","7043806.0"
"1799J19","1799","J19","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1799J19","0","X","2015-08-31 19:12","265.2","268.7","47368620.0","47297187.0","20205027.0","20152395.0","6958566.0","6992397.0"
"1799J18","1799","J18","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1799J18","0","X","2015-08-31 19:12","275.1","263.8","46881780.0","47044111.0","19934334.0","20075769.0","7013112.0","6892573.0"
"1799J17","1799","J17","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1799J17","0","X","2015-08-31 19:12","272.5","267.1","46790651.0","46580267.0","19912572.0","19857127.0","6965507.0","6866013.0"
"1799J16","1799","J16","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1799J16","0","X","2015-08-31 19:12","274.8","268.0","46640755.0","46908025.0","19833809.0","19990924.0","6973137.0","6926177.0"
"1799J15","1799","J15","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1799J15","0","X","2015-08-31 19:12","277.3","277.1","85923123.0","87260049.0","36509461.0","37079879.0","12904201.0","13100291.0"
"1799J14","1799","J14","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1799J14","0","X","2015-08-31 19:12","273.6","271.7","46175893.0","46243502.0","19643808.0","19684494.0","6888277.0","6874514.0"
"1799J13","1799","J13","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1799J13","0","X","2015-08-31 19:12","270.9","269.8","47008676.0","47078947.0","20015423.0","20052336.0","6977830.0","6974275.0"
"1799J12","1799","J12","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1799J12","0","X","2015-08-31 19:12","266.0","259.1","49193321.0","49620705.0","20978143.0","21206353.0","7237035.0","7207999.0"
"1799J11","1799","J11","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1799J11","0","X","2015-08-31 19:12","272.2","270.9","46652180.0","47011287.0","19855240.0","20016838.0","6941700.0","6977611.0"
"1799J10","1799","J10","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1799J10","0","X","2015-08-31 19:12","271.7","273.4","46690889.0","46074685.0","19874757.0","19601950.0","6941375.0","6870785.0"
"1799J09","1799","J09","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1799J09","0","X","2015-08-31 19:12","270.9","272.4","46799431.0","46939975.0","19926402.0","19976388.0","6946627.0","6987199.0"
"1799J08","1799","J08","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1799J08","0","X","2015-08-31 19:12","266.4","267.9","43307081.0","47080229.0","18465832.0","20065011.0","6375417.0","6950207.0"
"1799J07","1799","J07","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1799J07","0","X","2015-08-31 19:12","273.6","272.0","46379241.0","46001773.0","19730210.0","19579694.0","6918821.0","6842385.0"
"1799J06","1799","J06","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1799J06","0","X","2015-08-31 19:12","236.3","209.1","76817712.0","89520608.0","33057393.0","38824998.0","10702926.0","11870612.0"
"1799J05","1799","J05","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1799J05","0","X","2015-08-31 19:12","274.4","268.2","46939720.0","47205408.0","19963367.0","20116691.0","7012986.0","6972026.0"
"1799J04","1799","J04","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1799J04","0","X","2015-08-31 19:12","273.6","270.7","45916801.0","46177584.0","19533719.0","19662986.0","6849363.0","6851612.0"
"1799J03","1799","J03","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1799J03","0","X","2015-08-31 19:12","272.4","273.3","46266994.0","46232667.0","19690204.0","19669736.0","6886586.0","6893195.0"
"1799J02","1799","J02","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1799J02","0","X","2015-08-31 19:12","266.7","268.4","46384337.0","46449236.0","19775901.0","19792808.0","6832535.0","6863620.0"
"1799J01","1799","J01","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1799J01","0","X","2015-08-31 19:12","274.6","262.8","47011523.0","47115140.0","19992802.0","20112450.0","7025919.0","6890240.0"
"1799I24","1799","I24","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1799I24","0","N","2015-08-31 19:12","267.3","258.3","46436132.0","47791503.0","19794429.0","20429677.0","6847274.0","6932149.0"
"1799I22","1799","I22","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1799I22","0","X","2015-08-31 19:12","277.1","266.3","46824606.0","47348240.0","19897129.0","20189395.0","7030348.0","6969450.0"
"1799I21","1799","I21","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1799I21","0","X","2015-08-31 19:12","273.6","273.9","46092267.0","46261108.0","19608233.0","19678270.0","6875801.0","6904568.0"
"1799I20","1799","I20","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1799I20","0","X","2015-08-31 19:12","273.6","272.4","46268439.0","46431913.0","19683313.0","19760507.0","6901813.0","6910899.0"
"1799I19","1799","I19","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1799I19","0","X","2015-08-31 19:12","272.1","265.5","46854559.0","47562856.0","19942218.0","20286315.0","6970123.0","6990226.0"
"1799I18","1799","I18","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1799I18","0","X","2015-08-31 19:12","271.2","275.1","46748531.0","46712788.0","19902715.0","19862331.0","6943101.0","6988126.0"
"1799I17","1799","I17","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1799I17","0","X","2015-08-31 19:12","276.5","268.5","46887635.0","47592862.0","19927952.0","20279780.0","7031731.0","7033302.0"
"1799I16","1799","I16","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1799I16","0","X","2015-08-31 19:12","273.9","274.2","45913884.0","46161469.0","19530435.0","19633801.0","6853014.0","6893867.0"
"1799I15","1799","I15","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1799I15","0","X","2015-08-31 19:12","275.2","264.0","51992598.0","52592726.0","22106510.0","22442071.0","7779578.0","7708584.0"
"1799I14","1799","I14","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1799I14","0","X","2015-08-31 19:12","274.0","258.3","44872024.0","36579648.0","19086621.0","15637039.0","6698782.0","5305570.0"
"1799I13","1799","I13","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1799I13","0","X","2015-08-31 19:12","276.5","265.0","46779202.0","47690809.0","19881519.0","20344043.0","7016164.0","7002723.0"
